State,Account length,Area code,International plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
AL,96,415,1,0,200.6,117,289.5,120,98.3,95,11.2,5,2
WV,11,510,0,38,209.8,130,196.6,84,233.0,79,7.0,7,1
WV,48,415,0,34,198.0,70,273.7,121,217.9,71,7.6,4,1
UT,47,408,0,37,112.8,150,243.9,97,178.7,112,13.2,6,2
IL,89,415,1,19,112.6,114,261.7,132,123.5,116,11.1,2,0
MI,83,510,0,26,226.4,117,234.7,97,133.6,82,10.8,7,1
WI,126,415,1,34,244.9,118,219.6,105,210.8,136,9.7,6,4
ND,60,510,0,0,203.2,99,235.8,131,224.9,112,15.1,6,2
VT,122,415,0,0,136.7,115,243.1,137,188.9,110,8.6,4,0
WA,136,408,0,0,152.6,97,208.9,85,119.1,99,5.0,10,1
NC,172,408,0,47,274.9,102,186.6,118,245.0,123,8.8,2,1
ME,102,510,0,0,195.7,116,209.1,87,201.1,73,8.3,3,1
SD,113,415,1,0,204.3,82,188.8,115,139.4,97,9.2,7,1
WV,79,415,0,0,222.3,99,146.2,82,275.6,82,8.9,4,3
ID,55,510,0,8,222.5,104,171.5,94,377.5,114,9.7,2,1
GA,160,415,0,0,174.3,105,171.3,107,220.8,131,8.3,2,0
FL,110,415,0,0,242.5,110,162.3,140,184.1,86,7.8,3,4
CO,192,415,0,0,221.6,101,285.2,50,167.4,83,12.7,6,4
NV,93,408,0,0,114.3,100,221.1,103,126.3,88,10.9,9,0
IN,101,415,0,33,219.7,137,186.8,94,184.5,113,9.5,2,2
VA,77,510,0,0,144.9,136,151.3,115,252.4,73,12.3,3,2
UT,105,415,0,40,236.5,111,117.0,110,221.1,115,8.1,3,2
UT,133,408,0,44,174.0,80,209.4,113,224.1,87,14.1,7,2
MO,131,408,0,0,109.5,95,332.1,48,258.6,108,6.6,7,1
CT,106,510,0,33,81.6,120,235.6,85,150.9,113,9.9,4,1
HI,118,415,0,0,133.4,113,121.0,92,254.7,129,5.9,4,1
MD,125,408,0,0,137.1,94,209.8,83,238.4,114,8.6,4,1
VA,95,415,0,0,197.0,88,190.4,68,211.9,104,16.1,8,0
MT,80,415,0,0,198.1,160,156.7,87,182.1,76,9.3,3,3
SC,145,408,0,0,39.5,78,264.3,106,185.8,90,10.0,6,0
CO,37,408,0,0,199.5,107,207.5,110,83.9,123,8.1,4,2
ID,87,415,0,0,156.8,93,215.8,68,223.3,77,7.6,6,1
AL,69,415,0,0,183.4,85,237.6,100,228.0,94,9.0,5,3
CO,83,510,0,0,132.4,120,121.6,101,197.7,84,8.6,2,1
UT,195,415,0,0,63.2,108,220.2,88,184.0,99,5.1,3,0
DE,67,415,1,35,181.1,59,215.9,116,216.3,106,16.9,4,0
OH,75,510,0,27,117.5,102,206.8,127,194.4,114,4.2,7,3
RI,123,415,0,27,218.7,79,163.4,78,173.8,116,15.0,1,0
FL,41,415,0,41,207.3,95,137.3,120,115.7,74,5.9,3,1
OH,75,415,0,0,150.6,99,301.5,83,158.7,104,8.1,5,0
MD,76,415,1,0,273.3,66,263.6,121,165.2,84,12.0,7,1
IL,86,415,1,0,266.1,120,182.0,92,206.5,103,10.3,4,1
PA,140,408,0,0,112.8,89,156.7,65,249.6,85,16.3,6,0
AZ,70,415,0,0,104.7,112,82.2,104,169.4,110,15.8,7,3
HI,118,415,0,0,253.2,122,201.0,78,195.3,108,9.7,7,2
NJ,66,415,0,16,174.7,92,232.1,105,305.4,98,8.9,2,1
WI,78,408,0,0,87.0,102,193.6,64,205.8,120,11.0,5,0
MD,129,415,0,34,204.5,79,132.8,113,190.1,117,14.8,9,2
OR,6,408,0,0,226.5,93,152.1,122,164.4,98,9.4,4,3
NV,107,510,1,0,234.1,91,163.1,105,282.5,100,10.0,3,1
AR,107,415,1,0,133.3,106,182.9,89,241.1,123,12.9,2,3
MT,138,415,0,0,133.9,87,166.4,110,193.5,139,15.4,3,1
CT,103,510,0,0,160.2,104,138.9,70,312.5,97,9.7,2,0
UT,116,415,0,44,230.6,94,224.1,103,244.0,76,11.1,2,0
GA,189,408,0,0,227.4,84,176.0,81,206.1,120,6.3,4,2
NV,161,415,0,0,72.8,120,267.1,120,222.5,91,11.8,2,2
TN,1,415,0,0,196.1,107,296.5,82,211.5,91,7.0,2,1
DE,89,408,0,0,197.1,110,165.9,115,227.3,106,12.8,3,1
NY,64,408,0,0,219.6,126,303.3,100,154.5,65,9.7,5,1
MT,126,415,0,30,153.4,90,151.4,97,153.8,97,12.8,4,4
IA,129,415,0,0,216.0,85,186.9,114,210.7,109,4.9,10,2
VT,128,510,0,32,222.9,136,262.0,80,191.4,101,10.8,4,0
MT,114,510,0,0,189.8,101,147.7,80,172.7,121,10.6,5,1
NH,50,408,0,0,154.7,102,298.0,108,210.2,95,11.1,3,0
WV,86,415,0,0,136.4,104,202.5,110,230.7,86,11.5,1,3
ID,96,408,0,0,170.5,86,277.5,88,162.5,117,12.2,6,1
WV,57,415,1,17,236.5,94,163.1,94,236.7,117,12.2,3,2
OH,65,510,0,0,153.9,117,220.1,122,280.5,147,8.5,3,2
MD,136,415,0,0,252.4,74,167.9,81,248.3,110,10.7,3,2
MN,116,408,0,0,197.9,84,168.1,113,239.8,145,12.0,6,1
NE,93,408,0,0,152.4,74,274.6,88,252.2,120,6.6,5,3
MN,142,510,0,40,237.4,105,175.9,93,210.3,110,9.2,3,3
NY,92,408,0,0,265.6,82,180.7,75,211.1,113,8.6,2,1
HI,70,415,0,0,197.3,91,305.8,81,171.0,105,6.7,6,1
MO,22,408,0,14,199.1,100,221.8,103,65.7,91,4.2,1,1
NV,37,415,0,0,233.7,114,207.9,109,212.7,101,12.0,2,2
MA,51,415,0,0,183.1,99,160.1,107,311.8,121,7.0,3,1
NH,174,408,0,0,139.4,96,143.4,108,225.2,107,10.0,5,2
UT,68,415,0,0,213.9,112,260.5,100,233.8,97,8.4,3,1
FL,130,415,0,0,207.1,70,200.1,115,194.2,100,12.4,2,1
CT,134,408,0,0,177.2,91,228.7,105,194.3,113,8.9,3,2
KY,108,415,0,35,169.8,136,173.7,101,214.6,105,9.5,7,2
NM,103,415,0,0,173.5,83,244.3,65,221.6,66,9.7,2,3
ND,62,510,0,0,159.9,100,172.2,99,263.2,109,5.6,4,1
NV,162,415,0,0,115.1,89,196.8,111,212.4,98,11.4,3,2
ID,42,415,0,0,92.2,108,211.2,120,129.1,73,13.1,6,1
OK,155,415,0,23,243.9,112,133.0,106,213.7,123,13.4,11,2
IA,36,510,0,0,117.1,94,235.4,117,221.3,108,9.0,2,0
OH,143,415,0,0,223.3,99,167.1,128,203.0,84,4.5,4,0
IA,81,510,0,0,261.4,141,215.7,102,271.8,96,8.0,6,1
DE,138,510,1,0,46.5,104,186.0,114,167.5,95,9.6,4,4
CA,103,415,0,18,149.9,84,170.9,84,171.5,112,11.5,7,0
WY,127,510,1,0,242.2,102,226.1,80,252.0,96,13.9,5,2
OR,136,510,0,0,259.4,99,172.7,125,293.7,78,10.7,6,1
ME,99,415,0,0,222.4,102,185.8,89,237.7,81,12.0,8,2
AR,95,415,0,0,69.4,79,190.8,109,219.9,102,8.9,5,0
ME,118,408,1,21,156.5,122,209.2,125,158.7,81,11.1,3,4
WV,113,415,0,0,61.2,111,92.3,88,197.4,114,13.7,3,5
PA,128,408,1,0,245.2,112,101.5,101,152.3,116,10.7,5,0
HI,117,408,0,0,102.3,100,135.2,104,199.7,93,15.7,10,3
MT,48,415,0,36,230.9,92,167.6,121,270.0,87,7.6,4,3
DC,81,510,1,0,227.4,105,211.5,120,258.2,113,11.9,3,0
MS,140,408,0,0,162.6,98,206.2,109,141.6,66,8.2,2,1
OH,107,510,0,38,219.4,92,180.5,73,104.1,91,11.0,1,2
MO,56,415,0,0,137.2,111,165.9,119,182.3,72,14.3,4,1
TX,159,415,0,0,87.7,103,278.2,97,170.6,93,10.5,10,1
MD,102,415,0,0,271.1,80,172.0,133,169.2,105,10.3,5,1
SC,106,408,0,0,52.2,106,220.1,113,112.3,95,11.4,2,2
MI,225,415,0,0,165.4,106,273.7,109,210.0,93,8.7,3,0
CO,86,415,0,0,217.8,93,214.7,95,228.7,70,11.3,7,0
ID,169,415,0,0,235.7,79,136.9,85,220.9,97,13.3,10,1
AZ,122,510,0,22,204.5,92,139.6,121,205.0,103,8.6,5,2
MN,52,415,0,32,130.1,68,247.2,77,289.4,87,13.5,5,2
DE,79,415,0,34,103.7,100,236.3,78,256.6,102,14.8,4,2
MI,135,415,0,0,239.9,91,177.1,104,217.2,118,5.9,3,2
CA,37,415,0,0,191.1,69,129.2,113,207.5,117,12.9,1,0
MN,161,415,0,39,218.5,76,112.7,94,205.1,121,7.3,4,1
CT,123,415,0,0,128.7,126,117.6,94,198.4,132,10.8,5,0
WV,80,415,0,38,236.6,69,197.5,68,209.5,102,9.5,10,2
WV,94,415,0,0,85.9,113,226.7,91,279.6,110,15.6,16,0
NE,105,415,0,27,141.2,96,167.7,94,274.4,101,11.4,2,1
NC,73,415,0,31,194.4,104,176.0,84,230.1,110,11.5,3,0
NE,112,415,0,0,167.6,100,154.5,90,281.4,107,17.3,3,2
IL,179,408,0,0,234.5,134,164.2,94,191.4,72,6.1,4,1
MA,57,510,0,0,154.2,78,196.7,85,253.5,97,10.1,9,1
AZ,127,415,0,14,143.2,99,169.9,91,221.6,77,11.6,1,1
SD,122,415,1,40,216.4,80,249.7,90,185.9,99,12.7,4,1
MT,33,510,0,35,161.9,85,151.2,82,191.0,131,8.5,2,1
VT,94,408,0,0,118.7,90,205.1,57,172.2,100,10.4,6,3
UT,100,408,0,0,179.1,123,196.6,132,186.7,116,10.2,10,1
HI,106,415,0,0,147.9,97,209.3,99,162.1,80,8.8,5,2
DC,148,415,0,38,209.2,110,116.6,73,109.6,105,16.5,4,2
WI,120,415,0,29,244.3,140,322.3,89,166.8,83,10.6,6,0
UT,91,415,0,34,175.3,96,262.3,122,143.9,76,5.6,11,1
WA,86,510,0,0,150.5,92,120.3,95,271.2,96,9.0,2,1
SD,78,415,0,25,197.4,73,295.7,113,211.7,73,13.2,2,0
MT,94,510,0,0,163.5,136,143.7,111,253.4,82,12.6,5,1
NJ,85,415,0,0,236.9,93,197.7,113,309.1,78,11.4,7,2
CT,89,415,0,0,82.3,77,167.2,80,194.7,70,7.2,4,1
VA,128,415,0,0,216.0,111,153.7,115,227.0,74,12.7,4,1
NC,115,415,1,0,180.0,119,198.8,126,217.1,70,12.4,3,1
AK,76,415,0,0,143.7,55,173.1,108,239.1,95,5.8,6,1
MD,75,415,0,39,198.2,107,280.4,132,129.6,73,11.3,7,1
ND,82,415,0,29,163.8,77,134.9,112,79.3,95,8.8,2,2
IN,87,510,0,0,189.5,113,204.9,100,221.7,93,13.4,3,1
MI,115,415,0,26,155.2,110,230.9,133,261.6,100,4.5,4,0
AR,99,510,1,0,242.3,102,350.9,102,163.1,93,11.3,3,0
VT,121,415,1,44,254.1,127,180.2,108,196.2,129,8.7,4,3
WV,54,510,0,33,112.0,90,208.0,112,150.3,83,11.3,4,2
CT,95,415,0,0,198.4,113,235.9,144,325.6,99,10.1,3,0
OR,163,408,0,25,219.6,99,210.4,99,242.7,88,13.8,8,2
VT,57,415,0,0,169.6,96,234.7,112,285.4,83,11.2,4,0
RI,104,408,1,0,160.4,73,293.9,103,306.6,90,12.6,5,4
RI,83,415,0,20,95.0,89,167.9,92,200.6,79,11.2,2,0
NM,141,415,0,0,160.1,87,256.7,120,270.0,107,7.0,1,2
AL,95,415,0,0,194.6,114,232.8,106,173.4,92,3.8,2,3
MT,184,415,0,0,236.4,73,287.3,120,192.0,94,13.8,4,1
CT,74,408,0,0,157.1,95,213.1,36,280.4,77,7.6,3,2
TN,67,415,0,0,179.8,125,173.2,86,272.8,97,10.9,4,0
ID,104,415,1,0,148.2,108,161.8,113,259.3,103,11.0,4,0
NH,149,415,0,0,119.2,88,168.3,110,204.7,119,12.2,6,4
ND,154,408,0,35,224.0,102,192.0,99,163.1,100,9.6,2,0
SC,138,510,0,21,19.5,149,140.9,109,179.7,111,7.9,1,0
KS,117,415,0,0,184.8,83,248.6,101,133.1,113,9.6,8,1
ME,130,408,0,0,176.3,140,201.0,104,161.9,123,11.3,5,1
RI,73,415,0,0,241.7,115,168.5,133,169.8,122,11.1,2,2
WI,100,510,0,38,224.7,121,294.0,131,290.0,61,9.8,6,0
NC,149,510,0,0,207.3,115,198.4,82,114.1,83,8.6,4,1
OH,29,408,0,0,196.8,81,168.0,110,132.6,98,12.7,7,2
WY,131,510,0,0,110.9,74,115.6,90,190.5,114,15.8,9,1
NJ,153,510,0,0,122.5,145,273.3,103,197.8,71,8.0,3,2
ND,84,510,0,0,226.9,144,201.6,122,130.2,121,13.2,5,2
WI,133,510,0,0,187.0,65,141.4,128,238.2,108,10.0,8,2
NY,87,415,0,0,204.8,101,161.0,80,285.7,89,9.5,3,0
MO,72,415,0,0,165.9,114,235.9,97,210.1,120,12.0,5,2
MN,65,510,0,29,158.1,104,322.2,81,210.0,96,8.9,6,1
CO,74,415,0,0,225.2,93,215.1,120,241.8,95,9.1,2,2
MD,116,408,0,0,159.4,79,179.5,88,167.8,71,9.7,2,6
AR,68,510,0,0,172.7,95,139.1,90,174.3,99,11.7,1,2
TN,68,415,0,0,222.8,99,175.8,85,202.0,111,11.0,3,3
DE,54,415,1,0,214.1,77,240.5,94,188.9,75,10.1,3,1
WI,107,408,0,0,134.0,104,174.5,94,311.1,79,7.3,3,3
MN,173,510,0,0,291.8,143,214.3,134,151.2,119,9.9,2,0
MO,110,408,0,0,222.7,94,105.8,98,214.8,78,13.5,4,1
VA,102,510,0,0,174.5,79,236.8,136,270.4,110,8.5,5,0
OK,91,408,0,31,273.0,78,215.5,98,104.7,114,9.6,2,1
CT,64,415,1,0,225.3,134,108.2,87,139.6,132,17.3,9,1
TN,176,415,0,23,283.2,130,162.6,74,177.7,104,7.2,6,1
WI,84,510,0,12,89.7,87,138.6,73,165.8,114,10.7,2,1
SD,138,510,0,0,127.1,102,247.7,106,207.7,75,5.0,3,3
ND,101,415,0,28,105.9,132,231.7,107,281.3,120,10.7,5,1
VA,136,408,0,0,142.3,79,158.0,113,177.5,75,6.0,11,2
UT,111,510,0,0,191.3,80,138.5,94,246.0,107,6.4,3,2
MA,132,408,0,36,201.9,93,156.3,75,131.3,92,13.7,5,0
SD,128,415,0,0,247.3,91,182.7,60,143.2,112,14.7,2,3
AL,92,408,0,38,242.2,96,159.7,144,210.0,108,8.9,1,1
AL,197,415,1,0,127.3,80,222.3,115,173.9,95,13.7,5,5
SC,99,415,0,33,179.1,93,238.3,102,165.7,96,10.6,1,2
FL,106,415,0,31,197.4,125,123.4,110,115.6,101,12.3,4,3
UT,78,415,0,0,193.1,85,172.1,105,129.6,119,10.2,1,0
NY,98,408,0,0,171.7,99,174.8,87,189.6,130,7.8,6,1
MS,17,408,0,35,198.5,123,270.6,74,209.9,130,8.1,10,1
NH,56,415,0,24,121.7,87,184.0,76,266.6,98,12.7,3,1
VA,84,415,0,0,130.2,105,278.0,60,305.4,74,14.0,6,2
VT,95,510,0,0,203.4,96,168.6,61,173.0,105,13.7,3,2
NV,76,510,1,0,241.0,120,231.8,96,220.2,67,9.9,1,1
WV,93,415,0,0,141.7,95,221.0,100,227.1,71,10.2,3,0
WA,83,408,0,0,134.8,96,167.2,78,161.5,123,7.7,5,2
KS,123,415,0,0,163.1,119,249.4,51,168.2,77,9.0,10,1
VT,64,408,0,0,145.5,116,228.4,110,273.4,91,8.9,8,1
OK,82,510,0,0,329.8,73,208.3,120,267.1,102,10.6,6,0
CO,110,510,0,0,131.9,93,272.7,106,192.8,105,7.1,4,1
TN,47,415,0,30,196.6,93,241.4,140,226.0,118,12.9,4,2
KY,115,510,0,0,99.7,107,145.1,96,149.4,99,14.1,4,2
PA,69,415,0,0,143.6,88,141.8,86,194.0,83,10.8,5,3
CT,90,415,0,0,37.8,80,155.3,105,175.0,111,14.2,5,3
MN,98,415,0,0,72.8,107,186.4,103,175.3,110,10.5,4,3
WY,90,408,0,39,94.8,89,219.1,91,197.4,65,11.4,5,1
PA,174,415,0,15,221.8,143,210.6,115,221.8,109,12.4,9,1
PA,79,415,0,0,268.3,114,185.5,111,264.6,88,6.3,7,1
VT,99,415,0,0,115.5,75,218.1,111,254.9,98,11.5,7,7
ID,114,415,0,0,202.1,100,195.7,102,291.8,120,13.3,5,2
PA,141,510,0,0,215.6,113,200.6,81,153.8,107,12.4,6,1
NM,132,408,0,0,169.9,107,209.4,121,206.1,79,11.5,2,1
FL,133,510,0,0,201.7,85,169.4,116,286.3,80,6.0,4,0
TX,133,408,0,0,221.1,133,160.2,140,161.8,84,8.4,3,4
VT,93,510,0,32,218.7,117,115.0,61,192.7,85,9.4,5,2
OR,140,415,0,0,120.3,108,240.4,84,216.4,74,7.7,3,4
FL,144,510,0,0,278.5,95,240.7,90,120.0,90,11.6,5,1
ID,24,408,0,29,236.3,105,190.8,114,129.0,105,7.2,2,3
MD,54,415,0,0,273.8,113,119.6,156,267.6,117,11.7,3,1
WV,50,408,0,0,131.1,129,160.5,94,206.9,88,5.6,9,5
ID,92,415,0,23,167.4,83,258.6,129,116.4,110,11.2,3,4
NV,96,408,0,0,197.7,68,250.5,53,181.2,67,10.5,3,3
SC,102,408,0,0,174.5,73,213.7,114,164.7,116,10.3,5,4
NE,99,415,0,0,200.0,66,107.9,104,233.7,82,11.4,2,3
ME,36,510,0,25,152.8,110,242.8,67,147.4,74,9.1,2,1
MI,70,510,0,0,129.9,102,208.7,133,231.4,93,14.3,3,1
AZ,109,415,1,0,268.4,85,150.6,131,297.9,84,9.7,8,2
AZ,100,415,0,0,188.5,152,148.3,115,179.8,88,15.2,5,2
MA,80,510,0,0,149.8,123,276.3,75,241.4,75,10.9,7,2
SC,100,510,0,0,115.9,87,111.3,56,170.2,77,7.1,4,1
WV,50,510,0,0,131.7,108,216.5,103,196.1,126,11.0,5,1
MS,105,415,0,0,101.4,48,159.1,119,259.2,53,12.2,2,1
VA,113,415,0,23,149.0,104,235.8,67,201.8,76,9.5,5,4
MS,111,415,0,36,96.8,123,170.6,105,166.0,85,13.4,4,2
NM,161,408,0,0,107.5,121,256.4,46,247.2,131,12.6,3,2
TX,70,415,0,0,232.8,95,303.4,111,255.6,104,12.9,7,0
HI,97,415,0,43,121.1,105,260.2,115,222.4,100,8.3,5,3
WA,130,510,0,0,124.3,70,270.7,99,239.5,83,3.5,6,0
WI,92,415,0,0,157.7,101,298.6,100,216.9,99,13.8,3,1
CO,119,408,0,0,124.3,68,207.1,88,157.4,93,14.8,1,0
NV,115,415,0,0,286.4,125,205.7,74,191.4,141,6.9,6,1
VA,127,408,0,25,173.0,91,245.8,64,300.0,99,4.8,3,0
ND,153,415,0,31,218.5,130,134.2,103,118.9,105,9.4,6,0
HI,79,415,0,0,41.9,124,211.0,95,237.9,55,11.4,5,1
ND,35,415,0,0,260.8,87,258.1,78,131.3,123,5.8,2,1
MN,68,510,0,0,226.7,94,168.4,129,188.7,117,10.2,1,0
DC,60,408,0,0,179.3,147,208.9,89,248.2,98,13.5,6,1
MT,71,510,0,23,175.7,82,258.9,136,268.4,154,14.1,7,1
WV,124,415,0,0,157.4,107,167.8,112,188.8,102,8.8,3,3
ME,23,510,0,0,113.1,74,168.8,95,262.9,126,6.9,2,1
WY,225,415,0,0,182.7,142,246.5,63,218.0,103,8.8,2,1
NY,181,415,1,0,161.3,83,124.4,83,262.0,98,14.1,3,0
VT,63,415,0,0,142.5,92,208.3,102,228.9,120,7.5,2,2
NC,54,415,1,0,190.5,108,259.7,108,141.5,111,9.7,2,2
MO,80,408,1,15,159.3,110,170.6,120,141.2,82,11.9,5,1
NC,118,408,1,39,153.8,106,123.3,111,117.8,103,9.2,6,1
NJ,42,408,1,0,180.7,127,174.6,94,165.3,114,12.0,6,2
OH,134,408,0,0,202.7,105,224.9,90,253.9,108,12.1,7,0
TX,66,415,0,35,190.8,100,261.3,93,209.5,108,8.9,6,0
WA,66,415,0,0,205.1,102,232.7,109,259.9,95,9.2,6,2
TN,127,415,0,28,235.6,124,236.8,113,241.2,127,7.7,2,1
HI,146,510,0,0,189.3,77,155.9,128,186.0,83,7.4,3,0
WY,93,408,0,42,166.9,101,273.2,84,171.0,106,11.5,1,1
CT,77,415,0,0,245.2,87,254.1,83,239.4,91,7.5,4,0
NM,111,415,0,0,132.6,125,221.1,67,127.9,101,12.7,2,4
AL,115,510,0,14,192.3,86,88.7,90,229.4,120,10.5,3,2
MN,115,510,1,0,122.0,110,220.2,100,179.7,124,10.8,2,2
NC,114,408,0,0,193.0,101,250.0,81,133.3,79,9.6,2,2
OH,106,415,0,0,158.6,112,220.0,114,252.9,106,9.1,3,0
CO,59,510,0,0,153.6,92,205.5,88,114.5,89,12.5,10,1
ND,87,415,1,40,221.6,79,157.1,74,222.4,124,11.5,3,1
NY,21,415,0,0,244.7,81,168.0,117,281.5,87,6.6,1,1
WI,142,408,0,24,239.8,103,285.9,65,256.7,106,9.5,4,0
OR,149,415,0,0,242.5,83,245.4,97,219.6,80,10.0,3,3
CO,54,510,0,39,117.6,82,159.2,60,236.4,113,11.3,10,2
PA,88,510,0,0,218.2,76,169.3,60,141.1,99,8.0,1,1
IL,85,415,0,29,144.6,97,140.0,102,165.4,148,10.9,3,1
DE,51,415,1,0,153.6,108,232.9,85,214.2,92,14.1,4,0
MO,45,510,0,29,135.8,104,222.5,101,235.6,92,7.9,6,2
OH,146,408,0,31,202.5,91,241.4,108,169.6,77,7.8,2,1
WI,63,510,0,34,152.2,119,227.1,91,195.7,103,12.3,5,1
OH,72,510,0,0,138.9,111,211.6,102,179.5,91,10.8,3,1
TN,130,408,0,0,127.0,102,206.9,107,231.7,99,6.1,6,0
SD,97,415,0,0,168.6,87,259.2,105,279.8,123,7.3,4,1
NY,54,415,0,0,286.6,73,223.2,108,203.7,107,11.5,5,1
GA,160,415,0,29,164.6,121,262.8,108,123.8,131,15.2,4,1
TX,79,415,0,0,144.0,90,135.8,91,212.4,129,13.0,4,1
WV,92,415,0,47,141.6,95,207.9,130,203.6,95,10.2,11,0
MI,59,415,0,0,204.3,65,247.3,123,214.7,94,12.0,4,1
ND,132,510,0,0,163.2,80,167.6,90,87.5,90,6.2,10,1
SD,93,415,0,0,176.1,103,199.7,130,263.9,96,8.5,6,2
NJ,147,415,0,36,254.2,78,228.1,105,98.0,125,13.8,7,5
AK,101,510,0,0,174.9,105,262.0,75,210.0,93,8.5,5,1
CT,125,415,1,0,187.3,118,160.7,111,263.8,112,9.6,2,0
CO,63,415,0,0,211.8,84,230.9,137,217.1,99,10.7,9,3
MD,107,415,0,0,241.9,102,126.9,117,185.6,92,11.7,6,0
MN,117,408,0,0,161.6,104,196.3,119,294.8,111,13.8,2,1
KY,124,415,0,0,194.0,103,241.0,116,227.5,153,11.9,5,0
NH,115,510,0,0,109.7,148,223.8,87,240.3,96,15.4,8,3
CO,156,408,1,0,277.0,119,238.3,106,94.4,96,8.3,3,1
KY,89,408,0,0,192.1,83,163.6,88,169.7,138,6.1,3,0
KY,72,415,0,0,198.4,147,216.9,121,112.8,125,13.1,4,0
OR,53,415,0,0,184.8,98,216.4,125,141.1,116,18.4,3,2
SD,116,408,0,0,167.8,119,142.0,123,190.7,128,7.3,4,2
DE,78,408,0,0,139.2,140,191.4,113,286.5,125,11.8,3,3
NE,56,510,0,0,121.6,84,165.3,115,243.9,95,8.9,2,1
OH,123,408,0,39,270.4,99,245.1,110,108.9,113,15.4,7,1
AR,116,415,0,23,253.0,78,138.9,121,277.8,104,11.8,3,2
WI,102,408,0,0,200.6,106,152.5,127,199.4,128,7.7,2,3
OR,95,415,0,0,167.6,96,176.0,89,250.9,113,13.4,6,2
VA,102,408,0,0,156.5,67,204.3,103,141.9,72,9.9,2,2
AR,89,415,0,25,215.1,140,197.4,69,162.1,117,10.6,10,1
CT,50,408,0,0,301.7,82,167.1,118,72.2,89,10.5,6,1
OH,93,415,0,42,152.3,90,267.5,102,266.9,130,11.3,5,7
WY,68,510,0,0,195.4,116,212.1,101,138.4,134,15.1,11,1
IL,70,408,0,0,208.7,97,275.5,83,182.5,122,8.0,3,2
MO,138,415,0,29,190.1,87,223.2,123,256.2,130,14.2,6,0
MA,112,415,0,17,183.2,95,252.8,125,156.7,95,9.7,3,0
NH,117,510,1,0,54.2,100,303.2,84,171.8,84,8.6,2,1
IA,1,408,0,26,208.0,115,185.0,113,177.7,144,8.1,9,1
AL,70,415,0,0,230.3,110,77.9,87,247.1,105,13.2,4,1
WV,52,510,0,21,195.7,119,106.2,95,157.4,94,5.3,3,2
NV,105,408,0,0,166.1,93,175.9,106,243.5,55,16.2,3,2
SC,77,510,0,28,135.9,117,244.5,102,207.5,74,11.5,3,4
NC,80,415,1,0,189.1,122,223.2,92,269.0,116,13.9,3,2
NH,120,510,0,43,177.9,117,175.1,70,161.3,117,11.5,4,1
WY,54,408,0,39,143.9,73,210.3,117,129.2,117,12.5,8,2
FL,148,510,1,0,148.2,138,159.6,123,197.4,62,8.6,3,2
PA,119,408,0,0,287.1,115,159.3,99,216.8,86,13.9,1,2
MO,85,510,0,0,165.8,96,190.0,141,144.0,116,10.9,3,5
KS,101,510,0,25,144.1,144,167.6,105,240.0,107,14.5,3,1
KY,172,415,0,0,172.5,85,253.1,71,221.6,113,5.9,6,0
DE,80,415,0,0,199.8,138,167.1,91,271.8,94,5.5,4,1
WI,67,510,0,0,109.1,134,142.3,76,91.2,86,10.9,5,2
CO,86,408,0,0,171.8,106,301.7,44,139.4,108,9.7,5,1
NM,107,415,0,0,222.3,101,286.0,111,249.4,117,12.1,4,1
DE,133,510,0,0,245.8,102,264.7,90,111.7,103,11.2,7,0
IL,116,510,0,0,164.6,110,270.6,103,230.4,109,8.0,3,0
WA,63,408,0,0,211.7,107,271.7,77,203.3,108,7.4,7,0
MA,119,408,1,16,147.2,103,160.1,96,184.0,120,7.7,2,0
OH,133,408,1,0,254.7,103,252.2,80,178.1,103,8.0,3,0
TN,94,408,1,0,170.1,113,271.8,94,110.7,78,8.7,4,1
MA,69,510,0,0,195.1,91,261.5,57,203.8,90,11.4,5,0
MI,146,408,0,0,149.3,83,187.1,130,149.8,100,7.9,4,7
NH,142,408,1,25,191.1,109,149.6,120,227.8,60,9.8,3,0
MD,123,408,0,0,206.9,115,224.4,86,197.4,60,8.3,2,3
MS,101,408,0,0,239.0,156,273.0,106,278.2,93,13.5,8,1
AZ,43,415,0,0,179.3,97,252.7,126,227.5,114,8.0,5,0
IN,69,408,0,0,185.3,91,219.1,88,243.6,107,5.5,5,0
NY,15,510,1,0,141.4,80,123.9,76,323.5,88,8.1,3,2
WV,67,510,0,0,152.5,131,252.4,107,185.4,104,4.9,3,2
NY,99,415,0,0,145.6,102,230.9,87,181.5,86,11.4,7,1
OK,46,415,0,0,164.2,116,196.2,153,236.1,119,8.1,1,1
NC,55,408,1,0,221.0,115,165.4,97,235.4,117,9.7,4,1
KY,39,415,0,0,295.4,126,232.1,117,204.4,123,11.5,2,1
TX,92,510,0,0,139.8,98,174.9,143,201.6,135,9.4,7,2
CT,56,415,0,0,162.3,99,149.1,78,255.5,115,14.8,1,4
NE,76,415,0,0,272.7,97,236.4,95,235.5,105,7.7,2,0
HI,132,408,1,33,200.3,75,226.6,67,198.8,91,12.9,3,2
AK,51,510,1,12,135.8,60,200.6,134,192.4,98,12.3,7,2
SD,27,408,0,0,236.7,110,231.9,92,164.7,85,12.7,6,1
ID,224,510,0,0,111.4,133,175.0,66,217.2,106,5.5,6,3
OK,105,510,1,28,156.1,89,107.1,114,167.7,95,14.7,3,0
